"Identificador de URL";"Nombre";"Categorías";"Imagen";"Precio";"Stock";"Descripción";"Mostrar en tienda";"Producto Físico"
"mini-aromatizante-60ml-[flowers]";"Aromatizante Mini Flowers 60ml";"Mini Aromatizantes";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-mini-flowers-430x430.jpg";2800.00;NO;"Floral cítrica, radiante, con un corazón floreciente de jazmín y notas verdes, un fondo cálido de tonalidades ambarinas y almizcladas.";"SI";"SI"
"mini-aromatizante-60ml-[flores-blancas]";"Aromatizante Mini Flores Blancas 60ml";"Mini Aromatizantes";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-mini-flores-blancas-430x430.jpg";2800.00;NO;"Potente aroma floral dulce y fresco. En la salida el aroma del ciclamen y gardenia envuelto en la frescura de la flor de naranjo dulce deja paso a un difusivo aroma a flores de orquídea, jazmín e ylang ylang que se combinan con un dulce bálsamo almizclado de fondo.";"SI";"SI"
"mini-aromatizante-60ml-[conny]";"Aromatizante Mini Cony 60ml";"Mini Aromatizantes";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-mini-cony-430x430.jpg";2800.00;NO;"Muy agradable y difusiva fragancia infantil que explota con bergamota y notas verdes en su salida. Sus Flores blancas y notas de rosa de Bulgaria se entrelazan con el almizcle, las maderas de cedro y vainilla para formar un cálido y persistente fondo.";"SI";"SI"
"mini-aromatizante-60ml-[coco-vai]";"Aromatizante Mini Coco Vai 60ml";"Mini Aromatizantes";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-mini-cony-430x430.jpg";2800.00;NO;"Intensa fragancia de coco combinada con chauchas de vainilla envueltas en una nota láctea que las aglutina.";"SI";"SI"
"mini-aromatizante-60ml-[citrus]";"Aromatizante Mini Citrus 60ml";"Mini Aromatizantes";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-mini-citrus-430x430.jpg";2800.00;NO;"Explosivo mix cítrico fresco, con una salida de cáscara de naranja y limón verde apoyado en un corazón floral a base de jazmín.";"SI";"SI"
"mini-aromatizante-60ml-[bubblegum]";"Aromatizante Mini Bubblegum 60ml";"Mini Aromatizantes";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-mini-bubblegum-430x430.jpg";2800.00;NO;"Fragancia frutal con una salida extrema, que denota el sabor de un chicle de Tutti Frutti.";"SI";"SI"
"mini-aromatizante-60ml-[bebé]";"Aromatizante Mini Bebé 60ml";"Mini Aromatizantes";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-mini-bebe-430x430.jpg";2800.00;NO;"Inspirado en fragancia de reconocida marca. Tierna fragancia cítrica floral. La nota de salida está caracterizada por la combinación del azahar dulce, cáscara de limón y bergamota. El delicado corazón floral, mezcla de neroli, naranja valencia y rosas dan forma junto con las notas de fondo dominadas por el habas tonka, cedro y almizcle blanco a esta exquisita combinación aromática.";"SI";"SI"
"mini-aromatizante-60ml-[bamboo]";"Aromatizante Mini Bamboo 60ml";"Mini Aromatizantes";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-mini-bamboo-430x430.jpg";2800.00;NO;"Una fragancia que nos envuelve en una frescura matinal con sus notas verdes y frutadas.";"SI";"SI"
"mini-aromatizante-60ml-[argel]";"Aromatizante Mini Angel 60ml";"Mini Aromatizantes";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-mini-angel-430x430.jpg";2800.00;NO;"Inspirado en fragancia de reconocida marca. Una sutil fragancia sensual con notas de salida mandarina pomelo y azafrán corazón de lirio orquídea e ylang y un fondo de cedro, vainilla y almizcle blanco.";"SI";"SI"
"mini-aromatizante-60ml-[amour]";"Aromatizante Mini Amour 60ml";"Mini Aromatizantes";"	https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-mini-amour-430x430.jpg";2800.00;NO;"Inspirado en fragancia de reconocida marca. Un delicado aroma que revela un floral dulce mezclado con flores de cerezo y anís, juntos con el jazmín, y sándalo se envuelven en la suave sensualidad de la vainilla, del incienso y el amber gris.";"SI";"SI"

# "HOME SPRAY [24 productos]"
"home-spray-500ml-[frambuesa-y-rosas]";"Home Spray Frambuesa & Rosas 500ml";"Home Spray";"https://saphirus.com.ar/wp-content/uploads/2023/03/saphirus-home-spray-frambuesa-y-rosas-430x430.jpg";6100.00;NO;"Adictiva fragancia con aspectos frutados dulces y jugosos como la manzana y la frambuesa sobre un delicado fondo que combina notas amaderadas con almizcles.";"SI";"SI"
"home-spray-500ml-[lino-y-peonias]";"Home Spray Lino & Peonias";"Home Spray";"https://saphirus.com.ar/wp-content/uploads/2023/03/saphirus-home-spray-lino-y-peonias-430x430.jpg";6100.00;NO;"Aroma limpio y fresco, inspirado en las playas de arena blanca y aire fresco del océano. El ámbar y las notas ozonicas son características de esta nueva creación.";"SI";"SI"
"home-spray-500ml-[fresias-bergamota]";"Home Spray Fresias & Bergamota 500ml";"Home Spray";"https://saphirus.com.ar/wp-content/uploads/2022/12/saphirus-home-spray-fresia-y-bergamota-430x430.jpg";6100.00;NO;"Mezcla atractiva y original de fresia azul, clementina dulce y suaves pétalos de violeta.";"SI";"SI"
"home-spray-500ml-[amapola-cerezo]";"Home Spray Amapola & Cerezo 500ml";"Home Spray";"https://saphirus.com.ar/wp-content/uploads/2022/12/saphirus-home-spray-amapola-y-cerezo-430x430.jpg";6100.00;NO;"Aroma frutal, floral, acuoso y fresco. Notas de salida de peras frescas, un cuerpo de amapolas silvestres y un delicado fondo vibrante de flores blancas y jazmín componen esta deliciosa fragancia.";"SI";"SI"
"home-spray-500ml-[clementina-y-flores-blancas]";"Home Spray Clementina & Flores Blancas 500ml";"Home Spray";"https://saphirus.com.ar/wp-content/uploads/2022/12/saphirus-home-spray-clementina-y-flores-blancas-430x430.jpg";6100.00;NO;"Nueva fragancia con notas cítricas y té verde que da lugar a un corazón compuesto por flores blancas e iris formando un aroma fresco con notas terrosas y cremosas. Culminando con un fondo almizclado.";"SI";"SI"
"home-spray-500ml-[mountain-water]";"Home Spray Mountain Water 500ml";"Home Spray";"https://saphirus.com.ar/wp-content/uploads/2022/12/saphirus-home-spray-mountain-water-430x430.jpg";6100.00;NO;"Fragancia aromática unisex con notas de salida cítricas y frescas, dando un carácter elegante y discreto. Su corazón de compuesto por té verde y grosellas negras culmina en un fondo almizclado";"SI";"SI"
"home-spray-500ml-[pomelo-y-menta]";"Home Spray Pomelo & Menta 500ml";"Home Spray";"https://saphirus.com.ar/wp-content/uploads/2022/07/saphirus-home-spray-pomelo-menta-430x430.jpg";6100.00;NO;"Mix de notas cítricas y florales que junto a la frescura de la menta y la verbena hacen una fragancia única.";"SI";"SI"
"home-spray-500ml-[mango-ananá]";"Home Spray Mango Ananá 500ml";"Home Spray";"https://saphirus.com.ar/wp-content/uploads/2022/07/saphirus-home-spray-mango-anana-430x430.jpg";6100.00;NO;"Composición fresca y tropical. Se presenta con una salida impactante de naranja amarga y arándanos, que dan lugar a un corazón dulce de ananá, mango y durazno culminando con notas de coco y manzana roja.";"SI";"SI"
"home-spray-500ml-[flor-de-loto]";"Home Spray Flor de Loto 500ml";"Home Spray";"https://saphirus.com.ar/wp-content/uploads/2022/07/saphirus-home-spray-flor-de-loto-430x430.jpg";6100.00;NO;"Fresca fragancia de flor de loto con toques cítricos. Sus notas de salida compuestas por mandarina y bergamota dan lugar a un corazón de flor de loto de Fiji y rosas que descansan en un acorde marino intenso y litsea.";"SI";"SI"
"home-spray-500ml-[clean-cotton]";"Home Spray Clean Cotton 500ml";"Home Spray";"https://saphirus.com.ar/wp-content/uploads/2022/07/saphirus-home-spray-clean-cotton-430x430.jpg";6100.00;NO;"Creación delicada y refrescante con toques frutados levemente dulces en la salida, acompañada de un corazón floral acuoso sobre un fondo cálido amaderado.";"SI";"SI"
"home-spray-500ml-[arándanos-y-canela]";"Home Spray Arándanos & Canela 500ml";"Home Spray";"https://saphirus.com.ar/wp-content/uploads/2022/07/saphirus-home-spray-canela-arandanos-430x430.jpg";6100.00;NO;"Chispeante aroma con matices alegres de deliciosos arándanos, frutos rojos, frambuesas y grosellas negras que junto a las notas herbales y las notas cítricas realzan esta fragancia.";"SI";"SI"
"home-spray-500ml-[grosellas-y-nectarina]";"Home Spray Grosellas & Nectarina 500ml";"Home Spray";"https://saphirus.com.ar/wp-content/uploads/2022/07/saphirus-home-spray-grosellas-nectarinas-430x430.jpg";6100.00;NO;"Una explosion de champagne rosado, grosellas negras, nectarina y almizcle azucarado que nos llena de creatividad y alegría.";"SI";"SI"
"home-spray-500ml-[lima-limon]";"Home Spray Lima Limón 500ml";"Home Spray";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-home-spray-lima-limon-430x430.jpg";6100.00;NO;"Exquisito aroma a limoncello italiano con una salida única de ralladura de limón y lima. Su corazón se sostiene por el limón Sorrento y un petit grain, dejando una estela de almizcle y azúcar de caña.";"SI";"SI"
"home-spray-500ml-[uva-y-arandanos]";"Home Spray Uva y Arándanos 500ml";"Home Spray";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-home-spray-uva-arandanos-430x430.jpg";6100.00;NO;"Fragancia que nos envuelve en su salida con uvas coloradas y arándanos acompañados por moras azules. Culminando con un aroma inconfundible de vainilla cremosa.";"SI";"SI"
"home-spray-500ml-[apple-champagne]";"Home Spray Apple Champagne 500ml";"Home Spray";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-home-spray-apple-champagne-430x430.jpg";6100.00;NO;"Burbujeante fragancia con notas jugosas de manzanas y champagne dulce, que descansan en un cuerpo de miel y jazmín con notas amaderadas.";"SI";"SI"
"home-spray-500ml-[fancy-dreams]";"Home Spray Fancy Dreams 500ml";"Home Spray";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-home-spray-fancy-dreams-430x430.jpg";6100.00;NO;"Sensual fragancia floral-frutal, con notas cítricas y hojas de manzanares que dan paso a las magnolias y fresias; culminando con un fondo almizclado.";"SI";"SI"
"home-spray-500ml-[citric-wood]";"Home Spray Citric Wood 500ml";"Home Spray";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-home-spray-citric-wood-430x430.jpg";6100.00;NO;"Compuesto por un mix de cítricos que, en conjunto con las notas florales y especiadas que componen el corazón de la fragancia; nos conquistan y transportan a un lugar soñado.";"SI";"SI"
"home-spray-500ml-[mix-tropical]";"Home Spray Mix Tropical 500ml";"Home Spray";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-home-spray-mix-tropical-430x430.jpg";6100.00;NO;"Fragancia intensa y diferente. Notas Frutadas, banana, flores suaves y delicadas juegan para dar vida a esta creación energizante.";"SI";"SI"
"home-spray-500ml-[vainilla-cream]";"Home Spray Vainilla Cream 500ml";"Home Spray";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-home-spray-vanilla-cream-430x430.jpg";6100.00;NO;"Un aroma embriagador y envolvente. Notas dulces y frutadas dan paso a un cuerpo vainilla floral y caramelo.";"SI";"SI"
"home-spray-500ml-[sweet-flower]";"Home Spray Sweet Flower 500ml";"Home Spray";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-home-spray-sweet-flowers-430x430.jpg";6100.00;NO;"Combina un mix perfecto de frutas acuosas conjugadas con notas florales silvestres seleccionadas que nos brindan la sensación de relax y armonía con un final gourmet avainillado y frutos rojos patagónicos.";"SI";"SI"
"home-spray-500ml-[sandía-pepino]";"Home Spray Sandía Pepino 500ml";"Home Spray";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-home-spray-sandia-pepino-430x430.jpg";6100.00;NO;"Fragancia con un mix frutal en su salida, mezclando notas frescas de sandía y pepino. Su corazón se conforma y asienta su carácter en notas de sutiles frutos rojos y la suavidad de los lirios del valle, cerrando con una misteriosa calidez de la vainilla y el almizcle.";"SI";"SI"
"home-spray-500ml-[naranja-pomelo]";"Home Spray Naranja Pomelo 500ml";"Home Spray";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-home-spray-naranja-pomelo-430x430.jpg";6100.00;NO;"Fragancia conformada por frescas notas de salida de naranja y pomelo. De carácter dulce y cítrico.";"SI";"SI"
"home-spray-500ml-[coco.maracuyá]";"Home Spray Coco Maracuyá 500ml";"Home Spray";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-home-spray-coco-maracuya-430x430.jpg";6100.00;NO;"Colorida y divertida. Una fragancia que estimula los sentidos con notas tropicales de maracuyá y coco. Con notas dulces, frutadas, vainillas y maderas blancas dan un conjunto persistente y energético.";"SI";"SI"
"home-spray-500ml-[breeze]";"Home Spray Breeze 500ml";"Home Spray";"https://saphirus.com.ar/wp-content/uploads/2022/06/saphirus-home-spray-breeze-430x430.jpg";6100.00;NO;"Fragancia floral aldehídica en combinación con notas de flores blancas y Peonias, posee un fondo de vainilla musk y notas polvorosas.";"SI";"SI"


# "SAHUMERIOS [HIERBAS] [18 aromas]"
"sahumerio-hierbas-[aroma]";"Sahumerio Hierbas - [AROMA]";"Sahumerios [Hierbas]";"image";100.00;NO;"Descripción";"SI";"SI"






# "SAHUMERIOS [PREMIUMs] [12 aromas]"
"sahumerio-premium-[aroma]";"Sahumerio - [AROMA]";"Sahumerios Himalaya [Premium]";"image";100.00;NO;"Descripción";"SI";"SI"


# "ROUTERS [10 productos]"
"route-66-[naranja-frutilla]";"Route 66 Naranja Frutilla";"Route 66";"https://saphirus.com.ar/wp-content/uploads/2022/12/20250819-Route-66-Naranja-Frutilla-Saphirus-fb1-1-700x700.jpg";3100.00;NO;"Fragancia difusiva, con una intensa salida de naranja y frutilla que se combina con un corazón de notas verdes, construido sobre un fondo de ámbar, almizcles que se fusionan con el encanto de la vainilla.";"SI";"SI"
"route-66-[uva]";"Route 66 Uva";"Route 66";"https://saphirus.com.ar/wp-content/uploads/2022/12/20250819-Route-66-Uva-Saphirus-fb1-1-700x700.jpg";3100.00;NO;"Un aroma con una salida de uva y ciruela, con corazón de frutas tropicales que se combina con el azahar que le aporta tenacidad.";"SI";"SI"
"route-66-[manzana]";"Route 66 Manzana";"Route 66";"https://saphirus.com.ar/wp-content/uploads/2022/12/20250819-Route-66-Manzana-Saphirus-fb1-1-700x700.jpg";3100.00;NO;"Un aroma de salida cítrica. Connota la acidez refrescante de la manzana verde y se mezcla con un corazón floral frutal de notas verdes en una base almizclada.";"SI";"SI"
"route-66-[marino]";"Route 66 Marino";"Route 66";"https://saphirus.com.ar/wp-content/uploads/2022/12/20250819-Route-66-Marino-Saphirus-fb1-1-700x700.jpg";3100.00;NO;"Fresca combinación de notas cítricas herbales y marinas donde se destaca la frescura de las flores de azahar, las hierbas recién cortadas y la frescura de las olas del mar. Contenido: 2 unidades.";"SI";"SI"
"route-66-[naranja]";"Route 66 Naranja";"Route 66";"https://saphirus.com.ar/wp-content/uploads/2022/12/20250819-Route-66-Naranja-Saphirus-fb1-1-700x700.jpg";3100.00;NO;"Un cóctel refrescante, donde la naranja dulce y los aldehídos destacan sus notas chispeantes dejando un aroma dulce almizclado.";"SI";"SI"
"route-66-[polo]";"Route 66 Polo";"Route 66";"https://saphirus.com.ar/wp-content/uploads/2022/12/20250819-Route-66-Polo-Saphirus-fb1-1-700x700.jpg";3100.00;NO;"Perfume de salida herbal, un corazón que deja una agradable impresión de cuero y tabaco, mientras una mezcla de vetiver, musgo de roble y patchouly le dan carácter.";"SI";"SI"
"route-66-[tropical]";"Route 66 Tropical";"Route 66";"https://saphirus.com.ar/wp-content/uploads/2022/12/20250819-Route-66-Tropical-Saphirus-fb1-1-700x700.jpg";3100.00;NO;"Refrescante acorde frutal de melón, manzana, sandía y banana, con un corazón acuático y tropical. Dan lugar a un fondo dulce avainillado.";"SI";"SI"
"route-66-[Tutti-frutti]";"Route 66 Tutti Frutti";"Route 66";"https://saphirus.com.ar/wp-content/uploads/2022/12/20250819-Route-66-Tutti-Frutti-Saphirus-fb1-1-700x700.jpg";3100.00;NO;"Fragancia frutal con una salida extrema, que denota el sabor de un chicle de Tutti-Frutti. Contenido: 2 unidades.";"SI";"SI"
"route-66-[cítrico]";"Route 66 Cítrico";"Route 66";"https://saphirus.com.ar/wp-content/uploads/2022/12/20250819-Route-66-Citrico-Saphirus-fb1-1-700x700.jpg";3100.00;NO;"Explosivo mix cítrico fresco, con una salida de cascara de naranja y limón verde apoyado en un corazón floral a base de jazmín. El fondo almizclado ayuda a resaltar las notas frescas del perfume. Contenido: 2 unidades.";"SI";"SI"
"route-66-[frutos-rojos]";"Route 66 Frutos Rojos";"Route 66";"https://saphirus.com.ar/wp-content/uploads/2022/12/20250819-Route-66-Frutos-Rojos-Saphirus-fb1-1-700x700.jpg";100.00;NO;"Fragancia conformada por grosellas negras, moras y matices de pomelo. Aroma frutado que se envuelve en un corazón de frutillas con notas de coco y vainilla. Contenido: 2 unidades.";"SI";"SI"


# "CARITAS AROMATICAS [8 productos]"
"carita-[frutos-rojos]";"Caritas Frutos Rojos Saphirus";"Caritas";"https://saphirus.com.ar/wp-content/uploads/2023/06/20250919-Caritas-Frutos-Rojos-Saphirus-fb-1-700x700.webp";3100.00;NO;"Fragancia conformada por grosellas negras, moras y matices de pomelo. Aroma frutado que se envuelve en un corazón de frutillas con notas de coco y vainilla.";"SI";"SI"
"carita-[naranja]";"Caritas Naranja Saphirus";"Caritas";"https://saphirus.com.ar/wp-content/uploads/2023/06/20250919-Caritas-Naranja-Saphirus-fb-1-700x700.webp";3100.00;NO;"Un cóctel refrescante, donde la naranja dulce y los aldehídos destacan sus notas chispeantes dejando un aroma dulce almizclado.";"SI";"SI"
"carita-[sport]";"Caritas Sport Saphirus";"Caritas";"https://saphirus.com.ar/wp-content/uploads/2023/06/20250919-Caritas-Sport-Saphirus-fb-1-700x700.webp";3100.00;NO;"Perfume con salida herbal y corazón con una agradable impresión de cuero y tabaco. Mezcla de vetiver, musgo de roble y patchouly. Contenido: 4 unidades.";"SI";"SI"
"carita-[multifruta]";"Caritas Multifruta Saphirus";"Caritas";"https://saphirus.com.ar/wp-content/uploads/2023/06/20250919-Caritas-Multifruta-Saphirus-fb-1-700x700.webp";3100.00;NO;"Aroma colorido, afrutado y fresco de frutas tropicales con notas jugosas y dulces.";"SI";"SI"
"carita-[manzana]";"Caritas Manzana Saphirus";"Caritas";"https://saphirus.com.ar/wp-content/uploads/2023/06/20250919-Caritas-Manzana-Saphirus-fb-1-700x700.webp";3100.00;NO;"Un aroma de salida cítrica. Connota la acidez refrescante de la manzana verde y se mezcla con un corazón floral frutal de notas verdes en una base almizclada.";"SI";"SI"
"carita-[lima-limon]";"Caritas Lima Limón Saphirus";"Caritas";"https://saphirus.com.ar/wp-content/uploads/2023/06/20250919-Caritas-Lima-Limon-Saphirus-fb-1-700x700.webp";3100.00;NO;"Mezcla de cítricos, donde se identifica limón y pomelo. Con un corazón atractivo de acordes florales con notas verdes y destellos especiados.";"SI";"SI"
"carita-[caribe]";"Caritas Caribe Saphirus";"Caritas";"https://saphirus.com.ar/wp-content/uploads/2023/06/20250919-Caritas-Caribe-Saphirus-fb-1-700x700.webp";3100.00;NO;"Fragancia frutal potente y extremadamente difusiva, que impacta inicialmente con su nota frutal fresca clara marina.";"SI";"SI"
"carita-[aqua]";"Caritas Aqua Saphirus";"Caritas";"https://saphirus.com.ar/wp-content/uploads/2023/06/20250919-Caritas-Aqua-Saphirus-fb-1-700x700.webp";3100.00;NO;"Fragancia marina de notas frescas, limpias y ozono natural que recuerda a la brisa del mar con un corazón difusivo de hierbas y ámbar.";"SI";"SI"


# "TOUCH [6 productos]"
"touch-[gris-repuesto-lavanda-fresh]";"Dispositivo Gris + Repuesto Touch - Lavanda Fresh";"Touch";"https://saphirus.com.ar/wp-content/uploads/2025/09/20250905-Touch-Lavanda-Fresh-Saphirus-fb-700x700.webp, https://saphirus.com.ar/wp-content/uploads/2025/09/20250905-Touch-Lavanda-Fresh-Saphirus-fb1-700x700.webp";5000.00;NO;"Una fragancia fresca y aromática que envuelve los sentidos. La salida vibrante mezcla aldehídos, eucalipto refrescante y bergamota chispeante. En el corazón, la lavanda y el romero aportan un aire herbal, suavizado por la manzana. La base combina la calidez del ámbar con la pureza del almizcle y la frescura resinosa del pino, dejando una estela limpia y revitalizante.";"SI";"SI"
"touch-[gris-repuesto-dulzura-tropical]";"Dispositivo Negro + Repuesto Touch - Dulzura Tropical";"Touch";"https://saphirus.com.ar/wp-content/uploads/2025/09/20250905-Touch-Dulzura-Tropical-Saphirus-fb-700x700.webp, https://saphirus.com.ar/wp-content/uploads/2025/09/20250905-Touch-Dulzura-Tropical-Saphirus-fb1-700x700.webp";5000.00;NO;"Una fragancia luminosa y sofisticada. La salida frutada combina manzana, bergamota, grosella negra y azahar, aportando frescura vibrante. En el corazón, un delicado bouquet de jazmín, muguet y rosa envuelve los sentidos con elegancia. La base, cálida y envolvente, fusiona incienso, almizcle, pachulí y vainilla, dejando una estela sensual y adictiva.";"SI";"SI"
"touch-[arena-dorada-repuesto-mix-citrico]";"Dispositivo Arena Dorada + Repuesto Touch - Mix Citrico";"Touch";"https://saphirus.com.ar/wp-content/uploads/2024/07/20250905-Touch-Mix-Citrico-Saphirus-fb-700x700.webp, https://saphirus.com.ar/wp-content/uploads/2024/07/20240726-04-touch-y-repuesto-golden-sand-y-mix-citrico-700x700.webp";5000.00;NO;"Fragancia de connotación cítrica, muy efusiva y fresca caracterizada por sus notas florales de corazón.";"SI";"SI"
"touch-[blanco-repuesto-frutos-rojos]";"Dispositivo Blanco + Repuesto Touch - Frutos Rojos";"Touch";"https://saphirus.com.ar/wp-content/uploads/2024/07/20250905-Touch-Frutos-Rojos-Saphirus-fb-700x700.webp, https://saphirus.com.ar/wp-content/uploads/2024/07/20240726-02-touch-y-repuesto-white-y-frutos-rojos-700x700.webp";5000.00;NO;"Destellos de frutos rojos y notas cítricas destacan esta fragancia que descansa en un fondo amaderado.";"SI";"SI"
"touch-[azul-claro-repuesto-agua-marina]";"Dispositivo Azul Claro + Repuesto Touch - Agua Marina";"Touch";"https://saphirus.com.ar/wp-content/uploads/2024/07/20250905-Touch-Agua-Marina-Saphirus-fb-700x700.webp, https://saphirus.com.ar/wp-content/uploads/2024/07/20240726-06-touch-y-repuesto-light-blue-y-agua-marina-700x700.webp";5000.00;NO;"Aroma cítrico con notas de sales marinas que se destaca por sus cáracter agreste brindado por la lavanda y la menta.";"SI";"SI"
"touch-[soft-rosa-repuesto-pétalos-florales]";"Dispositivo Soft Rosa + Repuesto Touch - Pétalos Florales";"Touch";"https://saphirus.com.ar/wp-content/uploads/2024/07/20250905-Touch-Petalos-Florales-Saphirus-fb-700x700.webp, https://saphirus.com.ar/wp-content/uploads/2024/07/20240726-08-touch-y-repuesto-soft-rose-y-petalos-florales-700x700.webp";5000.00;NO;"Fresca fragancia donde sus notas florales de corazón dan paso a un delicioso fondo amaderado.";"SI";"SI"

# "REPUESTOS TOUCH [6 productos]"
"repuesto-touch-[lavanda-fresh]";"Touch Repuesto Lavanda Fresh";"Touch";"https://saphirus.com.ar/wp-content/uploads/2025/09/20250905-Touch-Repuesto-Lavanda-Fresh-Saphirus-fb-700x700.webp, https://saphirus.com.ar/wp-content/uploads/2025/09/20250905-Touch-Repuesto-Lavanda-Fresh-Saphirus-fb1-700x700.webp";2800.00;NO;"Una fragancia fresca y aromática que envuelve los sentidos. La salida vibrante mezcla aldehídos, eucalipto refrescante y bergamota chispeante. En el corazón, la lavanda y el romero aportan un aire herbal, suavizado por la manzana. La base combina la calidez del ámbar con la pureza del almizcle y la frescura resinosa del pino, dejando una estela limpia y revitalizante.";"SI";"SI"
"repuesto-touch-[dulzura-tropical]";"Touch Repuesto Dulzura Tropical";"Touch";"https://saphirus.com.ar/wp-content/uploads/2025/09/20250905-Touch-Repuesto-Dulzura-Tropical-Saphirus-fb-700x700.webp, https://saphirus.com.ar/wp-content/uploads/2025/09/20250905-Touch-Repuesto-Dulzura-Tropical-Saphirus-fb1-700x700.webp";2800.00;NO;"Una fragancia luminosa y sofisticada. La salida frutada combina manzana, bergamota, grosella negra y azahar, aportando frescura vibrante. En el corazón, un delicado bouquet de jazmín, muguet y rosa envuelve los sentidos con elegancia. La base, cálida y envolvente, fusiona incienso, almizcle, pachulí y vainilla, dejando una estela sensual y adictiva.";"SI";"SI"
"repuesto-touch-[mix-citrico]";"Touch Repuesto Mix Citrico";"Touch";"https://saphirus.com.ar/wp-content/uploads/2024/07/20250905-Touch-Repuesto-Mix-Citrico-Saphirus-fb-700x700.webp, https://saphirus.com.ar/wp-content/uploads/2024/07/20240726-03-repuesto-mix-citrico-700x700.webp";2800.00;NO;"Fragancia de connotación cítrica, muy efusiva y fresca caracterizada por sus notas florales de corazón.";"SI";"SI"
"repuesto-touch-[frutos-rojos]";"Touch Repuesto Frutos Rojos";"Touch";"https://saphirus.com.ar/wp-content/uploads/2024/07/20250905-Touch-Repuesto-Frutos-Rojos-Saphirus-fb-700x700.webp, https://saphirus.com.ar/wp-content/uploads/2024/07/20240726-01-repuesto-frutos-rojos-700x700.jpg";2800.00;NO;"Destellos de frutos rojos y notas cítricas destacan esta fragancia que descansa en un fondo amaderado.";"SI";"SI"
"repuesto-touch-[agua-marina]";"Touch Repuesto Agua Marina";"Touch";"https://saphirus.com.ar/wp-content/uploads/2024/07/20250905-Touch-Repuesto-Agua-Marina-Saphirus-fb-700x700.webp, https://saphirus.com.ar/wp-content/uploads/2024/07/20240726-05-repuesto-agua-marina-700x700.webp";2800.00;NO;"Aroma cítrico con notas de sales marinas que se destaca por sus cáracter agreste brindado por la lavanda y la menta.";"SI";"SI"
"repuesto-touch-[pétalos-florales]";"Touch Repuesto Pétalos Florales";"Touch";"https://saphirus.com.ar/wp-content/uploads/2024/07/20250905-Touch-Repuesto-Petalos-Florales-Saphirus-fb-700x700.webp, https://saphirus.com.ar/wp-content/uploads/2024/07/20240726-07-repuesto-petalos-florales-700x700.webp";2800.00;NO;"Fresca fragancia donde sus notas florales de corazón dan paso a un delicioso fondo amaderado.";"SI";"SI"

# "DISPOSITIVOS LINEA DECO [5 productos]"
"Dispositivo-Deco-[Red-Blood]";"Saphirus Dispensador Rojo Sangre con toque lateral – Línea Deco";"Dispositivos Deco";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-dispensador-linea-deco-red-blood-700x700.jpg";15000.00;NO;"Equipo Analógico con toque lateral.";"SI";"SI"
"Dispositivo-Deco-[Black]";"Saphirus Dispensador Negro con toque lateral – Línea Deco";"Dispositivos Deco";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-dispensador-linea-deco-black-700x700.webp";15000.00;NO;"Equipo Analógico con toque lateral. Su diseño exclusivo y moderno te permitirá decorar tus espacios al mismo tiempo que los aromatiza. Son muy sencillos de regular e ideales para renovar los ambientes de tu hogar, oficina, comercio o donde más te guste.";"SI";"SI"
"Dispositivo-Deco-[Grey]";"Saphirus Dispensador Gris con toque lateral – Línea Deco";"Dispositivos Deco";"https://saphirus.com.ar/wp-content/uploads/2024/04/20240424-dispensador-linea-deco-grey-saphirus.jpg";15000.00;NO;"Equipo Analógico con toque lateral. Su diseño exclusivo y moderno te permitirá decorar tus espacios al mismo tiempo que los aromatiza. Son muy sencillos de regular e ideales para renovar los ambientes de tu hogar, oficina, comercio o donde más te guste.";"SI";"SI"
"Dispositivo-Deco-[White]";"Saphirus Dispensador Blanco con toque lateral - Linea Deco";"Dispositivos Deco";"https://saphirus.com.ar/wp-content/uploads/2022/04/saphirus-dispensador-linea-deco-white.jpg";15000.00;NO;"Equipo Analógico con toque lateral. Su diseño exclusivo y moderno te permitirá decorar tus espacios al mismo tiempo que los aromatiza. Son muy sencillos de regular e ideales para renovar los ambientes de tu hogar, oficina, comercio o donde más te guste.";"SI";"SI"
